Subject	BrainSeg	BrainSegNotVent	BrainSegNotVentSurf	VentricleChoroidVol	lhCortex	rhCortex	Cortex	lhCerebralWhiteMatter	rhCerebralWhiteMatter	CerebralWhiteMatter	SubCortGray	TotalGray	SupraTentorial	SupraTentorialNotVent	SupraTentorialNotVentVox	Mask	BrainSegVol-to-eTIV	MaskVol-to-eTIV	lhSurfaceHoles	rhSurfaceHoles	SurfaceHoles	EstimatedTotalIntraCranialVol	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus-Proper	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus-Proper	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	5th-Ventricle	WM-hypointensities	Left-WM-hypointensities	Right-WM-hypointensities	non-WM-hypointensities	Left-non-WM-hypointensities	Right-non-WM-hypointensities	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior
sub-0025440_ses-10_run-1	1246402.000000	1229696.000000	1230961.763435	12770.000000	283412.418876	284425.592070	567838.010946	234947.842966	235378.909522	470326.752488	59532.000000	731647.010946	1113120.763435	1100350.763435	1096276.000000	1593742.000000	0.891683	1.140172	52	40	92	1397808.225741	6427.6	425.1	16536.8	51853.8	7837.6	3836.5	5046.9	1827.5	1280.6	1735.5	20802.6	4077.8	1488.3	1023.1	667.9	3991.6	0.0	555.7	4837.8	345.4	13479.3	50793.8	7518.7	3963.8	5639.5	1755.4	4042.8	1679.5	597.7	3919.2	54.1	547.2	0.0	1409.9	0.0	0.0	0.0	0.0	0.0	238.0	796.9	471.1	640.0	464.9	835.3
sub-0025440_ses-1_run-1	1277898.000000	1259902.000000	1262015.412745	13928.000000	302917.239047	293232.516534	596149.755581	236053.638953	235027.018211	471080.657164	62380.000000	762952.755581	1145666.412745	1131738.412745	1127445.000000	1612092.000000	0.889813	1.122516	51	62	113	1436142.163010	6855.5	442.3	14268.0	52066.7	7665.3	3975.1	5870.1	1850.6	1321.2	1700.1	22475.7	4347.1	1722.5	1167.1	674.9	4066.6	99.7	611.8	5225.3	425.6	14575.3	51343.3	7736.8	4167.3	5949.4	1604.7	4178.9	2039.2	550.4	4132.2	46.8	644.3	0.0	1348.0	0.0	0.0	0.0	0.0	0.0	172.1	821.2	441.2	704.0	569.3	754.9
sub-0025440_ses-2_run-1	1275216.000000	1257597.000000	1259198.096384	13483.000000	294527.887690	294079.787391	588607.675081	235072.677781	236911.743523	471984.421304	62544.000000	758308.675081	1138891.096384	1125408.096384	1121541.000000	2584492.000000	0.892531	1.808901	63	55	118	1428763.436615	6808.6	377.2	15781.4	53689.1	7678.3	3893.9	6177.6	1767.6	1347.8	1776.5	21623.1	4288.7	1753.5	1109.1	774.4	4174.0	80.8	512.7	5114.5	445.7	13750.0	51606.4	7638.4	4017.3	5764.2	1756.2	4172.3	2187.8	687.7	4114.7	81.5	570.8	0.0	1601.9	0.0	0.0	0.0	0.0	0.0	180.3	816.0	467.9	683.4	618.2	818.0
sub-0025440_ses-3_run-1	1259635.000000	1242177.000000	1244509.325959	13358.000000	292284.166226	285540.070923	577824.237149	236421.635601	235348.453209	471770.088811	58819.000000	744268.237149	1123715.325959	1110357.325959	1105947.000000	2654591.000000	0.899172	1.894941	59	53	112	1400883.171976	6708.3	383.8	15141.5	54024.7	7653.0	3855.9	4409.8	1552.6	1420.4	1693.3	21539.7	3871.3	1495.8	1100.6	783.8	4177.0	0.0	538.4	5055.9	451.8	14243.8	52106.5	7483.1	3945.5	5872.8	1679.9	3910.3	1749.1	650.6	3939.1	59.2	646.6	0.0	1508.8	0.0	0.0	0.0	0.0	0.0	244.6	805.3	464.9	635.1	595.5	786.0
sub-0025440_ses-4_run-1	1283311.000000	1265973.000000	1268085.144166	13355.000000	295240.046171	300310.528330	595550.574501	236176.702622	238276.867044	474453.569666	64105.000000	765289.574501	1149717.144166	1136362.144166	1131925.000000	1605948.000000	0.876482	1.096839	43	52	95	1464160.594610	6722.7	398.2	15028.8	53380.0	8187.8	3949.3	6102.7	1849.4	1222.3	1875.2	21587.7	4300.0	1853.9	1030.5	739.4	4210.5	47.2	462.1	5055.9	407.5	14095.8	51379.5	8077.4	3973.3	5880.1	1868.6	4215.1	2008.8	661.0	4438.0	68.4	632.4	0.0	2067.1	0.0	0.0	0.0	0.0	0.0	178.5	815.2	451.1	683.7	574.9	808.7
sub-0025440_ses-5_run-1	1295066.000000	1277268.000000	1279299.571184	13662.000000	302104.518293	305394.152395	607498.670688	235536.078193	238226.822303	473762.900496	61734.000000	776226.670688	1159235.571184	1145573.571184	1140856.000000	1591583.000000	0.907945	1.115827	45	46	91	1426370.437624	6841.8	397.7	15663.2	53160.4	7741.6	3951.6	5929.1	1787.2	1300.8	1857.9	22109.5	4090.8	1566.9	1116.6	698.8	3946.7	67.4	505.7	5186.8	496.5	14513.3	51981.8	8216.9	4066.9	5732.9	1865.7	3926.8	1705.5	695.3	4210.3	23.9	646.9	0.0	1853.3	0.0	0.0	0.0	0.0	0.0	221.4	822.8	442.7	721.8	630.8	778.8
sub-0025440_ses-6_run-1	1281568.000000	1264023.000000	1266126.046646	13427.000000	301469.638416	290904.977486	592374.615902	237629.762064	236754.668680	474384.430744	61172.000000	762971.615902	1143634.046646	1130207.046646	1125798.000000	2609925.000000	0.907704	1.848547	46	53	99	1411879.088451	6684.6	438.7	15904.1	56034.2	7372.9	3804.1	6029.7	1859.6	1471.7	1781.7	21504.6	4222.3	1806.7	992.1	607.8	4268.5	82.8	593.8	5055.1	371.8	13616.2	51624.7	7667.8	4000.6	5687.6	1744.7	4062.1	1771.0	682.1	4020.9	70.5	657.8	0.0	1358.6	0.0	0.0	0.0	0.0	0.0	202.2	815.2	470.9	672.4	564.4	820.5
sub-0025440_ses-7_run-1	1281905.000000	1264718.000000	1266521.081285	13220.000000	292843.641560	303995.554235	596839.195796	236602.274536	238858.610954	475460.885489	62322.000000	763241.195796	1149454.081285	1136234.081285	1132720.000000	1605499.000000	0.889453	1.113980	51	41	92	1441228.056804	6549.6	346.7	15128.2	52809.0	7739.6	3940.6	5936.5	1852.0	1282.2	1743.9	21604.6	4047.9	1653.6	1076.0	708.7	4033.1	59.0	676.2	4817.3	438.5	13524.6	51038.7	7805.5	4132.6	6178.7	1788.3	4132.1	2135.2	550.5	3946.5	41.1	731.2	0.0	1383.6	0.0	0.0	0.0	0.0	0.0	186.8	817.1	463.5	686.9	607.6	803.6
sub-0025440_ses-8_run-1	1284905.000000	1267406.000000	1269241.053241	13652.000000	301597.090181	296469.627281	598066.717462	238205.982022	236487.353757	474693.335779	61158.000000	765529.717462	1150253.053241	1136601.053241	1132024.000000	1605314.000000	0.905163	1.130878	44	51	95	1419529.130363	6645.3	397.4	15761.8	52979.3	7788.6	3894.3	5983.9	1877.9	1281.8	1741.8	21848.5	4115.8	1563.8	965.3	689.4	3971.9	101.8	567.7	5186.0	502.7	14030.7	51667.0	8145.6	3922.2	5848.5	1677.4	3584.8	1693.1	609.2	4118.1	25.9	725.2	0.0	2315.9	0.0	0.0	0.0	0.0	0.0	194.5	842.9	468.4	663.2	590.2	849.8
sub-0025440_ses-9_run-1	1280518.000000	1263793.000000	1266033.794730	12904.000000	299824.193841	291662.026064	591486.219904	238807.338427	237944.236399	476751.574825	63241.000000	760759.219904	1146596.794730	1133692.794730	1129123.000000	2321720.000000	0.905914	1.642522	47	41	88	1413508.805159	6499.7	363.1	15425.4	52353.6	7824.9	4118.6	6000.0	1935.5	1269.0	1654.0	21988.1	4159.8	1803.9	1036.9	633.6	4076.1	47.7	587.5	4847.8	377.4	14102.3	51823.8	7947.0	4135.9	6154.8	1687.0	4159.2	1954.3	623.7	4227.7	19.8	654.5	0.0	2136.2	0.0	0.0	0.0	0.0	0.0	210.5	829.8	458.2	752.5	653.0	816.5
sub-0025441_ses-10_run-1	1316446.000000	1282866.000000	1284177.105591	29282.000000	279757.010028	284228.116745	563985.126773	265615.114750	263909.864068	529524.978818	61365.000000	728419.126773	1187868.105591	1158586.105591	1153407.000000	1666153.000000	0.835882	1.057929	29	23	52	1574918.943154	16816.4	713.7	13973.1	50728.1	6659.2	4662.6	6082.3	2118.2	1510.5	1845.9	19407.4	3678.3	1453.0	1024.4	831.3	4106.4	37.4	635.8	10363.8	652.6	13371.2	49499.4	7070.5	4759.6	6291.4	1931.6	4055.3	1543.3	601.2	3786.1	25.0	518.7	0.0	1140.2	0.0	0.0	0.0	0.0	0.0	251.8	899.6	605.2	621.6	555.0	1073.1
sub-0025441_ses-1_run-1	1312707.000000	1278334.000000	1279720.800092	29803.000000	283205.237080	280604.838123	563810.075203	265134.851987	261696.872902	526831.724890	61859.000000	727751.075203	1184521.800092	1154718.800092	1150925.000000	1657110.000000	0.831119	1.049172	28	33	61	1579446.153949	17303.3	631.6	13743.9	50760.5	6880.9	4653.4	6137.2	2023.5	1530.0	2102.5	20662.7	3806.4	1605.2	1070.1	735.4	4209.7	30.7	500.7	10684.1	557.5	12589.4	49900.7	7194.9	4764.1	6253.4	1999.7	4244.7	1523.2	534.2	3785.3	18.3	631.2	0.0	1186.0	0.0	0.0	0.0	0.0	0.0	273.5	918.7	494.2	425.3	525.3	1078.3
sub-0025441_ses-2_run-1	1316650.000000	1282130.000000	1283920.706439	29702.000000	284062.933007	284360.438459	568423.371466	265412.838666	261644.496307	527057.334973	61785.000000	731647.371466	1189690.706439	1159988.706439	1155350.000000	1660784.000000	0.835415	1.053769	28	22	50	1576042.155143	17268.4	650.2	13842.5	49617.3	6923.9	4700.8	6048.9	2055.0	1465.5	2329.1	19968.1	3805.6	1548.1	1104.2	732.4	4115.1	30.4	470.5	10592.3	585.8	12493.6	50048.0	6998.0	4852.2	6137.1	1971.7	4066.3	1638.1	570.0	4080.0	52.9	698.7	0.0	1290.6	0.0	0.0	0.0	0.0	0.0	245.4	881.9	592.1	663.2	658.3	1041.9
sub-0025441_ses-3_run-1	1318654.000000	1285089.000000	1286531.139779	29203.000000	277741.311803	285202.778388	562944.090191	265031.601398	264418.448190	529450.049588	62797.000000	728940.090191	1188036.139779	1158833.139779	1153610.000000	1651703.000000	0.836461	1.047723	42	33	75	1576468.620288	17043.1	652.7	14971.3	50278.4	7385.9	4915.3	6099.1	2106.2	1470.4	1968.8	19301.6	3635.8	1594.9	1029.1	798.3	4039.9	36.9	412.3	10588.4	491.0	13921.6	50422.8	7243.8	4693.6	6187.6	1890.1	4115.3	1945.4	576.8	3949.7	21.5	552.1	0.0	1429.0	0.0	0.0	0.0	0.0	0.0	238.2	879.9	628.6	618.9	654.1	1001.4
sub-0025441_ses-4_run-1	1309947.000000	1276315.000000	1277504.537543	29397.000000	280179.886673	282799.057810	562978.944482	263637.864066	260281.728994	523919.593061	61156.000000	727395.944482	1180448.537543	1151051.537543	1146719.000000	1643842.000000	0.835935	1.049008	33	31	64	1567044.862665	17122.6	666.0	15374.1	51622.7	7363.7	4694.2	5931.6	1942.2	1419.8	1837.7	19752.1	3472.7	1155.9	1045.4	828.3	3926.8	33.6	494.9	10561.6	513.6	11982.8	49438.4	7106.2	4702.3	6263.8	2022.0	4125.6	1570.2	558.9	3859.3	17.3	579.0	0.0	1176.1	0.0	0.0	0.0	0.0	0.0	218.9	888.9	594.1	649.3	483.9	1062.3
sub-0025441_ses-5_run-1	1304975.000000	1271493.000000	1272533.263578	28860.000000	279832.440982	275737.668584	555570.109566	265555.673843	261675.480170	527231.154013	62208.000000	719687.109566	1176286.263578	1147426.263578	1143836.000000	1652107.000000	0.831846	1.053123	32	36	68	1568770.008874	16684.6	688.5	13912.8	50095.3	6946.1	4622.2	6047.3	2017.7	1441.5	2323.3	20025.1	3659.9	1713.2	965.8	703.0	4124.4	35.6	567.9	10325.3	515.5	12595.6	50478.2	7225.1	4748.0	6231.3	1934.1	4203.1	1914.4	580.9	4177.9	20.1	538.8	0.0	1052.0	0.0	0.0	0.0	0.0	0.0	254.3	883.4	578.5	607.3	720.3	1037.1
sub-0025441_ses-6_run-1	1317284.000000	1283833.000000	1285154.141342	28906.000000	279014.833730	283647.351429	562662.185159	263874.709346	263477.246837	527351.956183	63261.000000	731375.185159	1185758.141342	1156852.141342	1151803.000000	1662377.000000	0.836499	1.055639	34	35	69	1574758.528264	16769.9	627.7	14327.9	51681.9	7114.4	4770.2	6126.2	2260.1	1453.3	2135.6	20168.7	3850.1	1626.3	1055.9	760.5	4097.6	26.1	552.8	10295.9	544.5	13341.8	50657.1	7026.8	4860.0	6175.1	2074.6	4168.5	2006.3	579.8	3931.9	20.1	577.6	0.0	1418.0	0.0	0.0	5.6	0.0	0.0	219.1	887.8	606.4	654.5	493.7	1046.4
sub-0025441_ses-7_run-1	1324728.000000	1291665.000000	1293088.796082	28793.000000	288894.052558	283342.397112	572236.449670	266547.059425	261231.286988	527778.346413	61285.000000	738173.449670	1193655.796082	1164862.796082	1159682.000000	1665687.000000	0.845526	1.063148	26	27	53	1566749.645839	16512.5	708.4	14980.1	50757.5	6587.0	4720.0	5990.5	2044.8	1441.7	1870.7	20162.7	3792.1	1621.0	1019.5	767.5	3954.9	20.4	588.0	10285.0	547.5	13054.6	51160.7	6903.7	4805.4	6100.2	1977.7	4072.2	1830.3	624.4	4025.1	22.4	610.3	0.0	1019.2	0.0	0.0	0.0	0.0	0.0	270.8	871.2	603.6	692.8	574.8	1089.8
sub-0025441_ses-8_run-1	1328201.000000	1295191.000000	1296536.366721	28460.000000	289800.754037	285214.609957	575015.363993	266322.919224	262893.083504	529216.002728	63601.000000	741262.363993	1198815.366721	1170355.366721	1166312.000000	1666730.000000	0.844021	1.059144	20	43	63	1573657.904777	16549.0	656.0	14158.2	50447.4	7682.4	4788.1	6200.7	2119.2	1350.9	2221.4	20702.3	3617.6	1722.0	1109.7	782.7	3914.6	28.1	499.0	10136.3	530.7	12874.8	50817.7	7205.5	4788.3	6259.3	2035.9	4388.3	1966.9	636.1	3991.3	16.9	565.9	0.0	1221.8	0.0	0.0	0.0	0.0	0.0	252.7	914.3	627.6	680.5	739.5	1025.5
sub-0025441_ses-9_run-1	1307131.000000	1273331.000000	1274683.427661	29208.000000	278743.730237	276624.853435	555368.583673	265408.648640	261200.195348	526608.843988	63432.000000	720586.583673	1177286.427661	1148078.427661	1143879.000000	1655591.000000	0.835721	1.058510	23	30	53	1564076.284413	16933.0	681.9	14837.9	50377.2	7170.5	4830.7	6271.8	2041.7	1435.7	2247.2	19756.0	3840.0	1641.8	1071.0	671.6	4320.4	19.6	550.6	10471.6	490.2	13618.6	49362.1	7044.6	4683.7	6409.5	1986.3	4259.4	1986.4	578.0	4158.5	15.2	570.4	0.0	1100.9	0.0	0.0	0.0	0.0	0.0	246.1	914.2	605.8	695.9	710.7	1024.6
sub-0025442_ses-10_run-1	1084008.000000	1069982.000000	1071224.447227	10824.000000	248165.636601	259069.219193	507234.855794	186636.590939	189190.000494	375826.591433	56966.000000	671669.855794	952643.447227	941819.447227	938676.000000	1389140.000000	0.827215	1.060064	40	41	81	1310430.899392	4970.0	305.4	12797.1	53882.1	7442.6	3761.8	4912.8	1765.1	801.3	1674.1	19093.8	3921.9	1343.6	876.6	537.9	3320.7	36.6	499.1	4606.6	386.3	11946.4	52783.2	7353.1	3923.1	4890.3	1640.8	4095.9	2034.4	512.7	3706.0	25.6	454.2	0.0	1633.8	0.0	0.0	2.4	0.0	0.0	166.4	1053.1	512.9	543.2	662.7	791.7
sub-0025442_ses-1_run-1	1068667.000000	1054458.000000	1055125.717265	10767.000000	242607.284646	252650.859408	495258.144053	185967.135438	188400.437773	374367.573211	56001.000000	657500.144053	938109.717265	927342.717265	924905.000000	1400981.000000	0.808365	1.059735	29	35	64	1322011.218353	5050.0	340.8	12678.3	53170.2	7116.1	3660.6	4892.1	1702.0	900.7	1717.5	18573.9	4104.6	1327.6	941.2	626.7	3468.7	56.9	458.3	4525.8	354.1	11712.9	52662.6	6943.8	3966.3	4858.2	1688.3	4245.5	1834.1	527.7	3451.0	74.2	454.0	0.0	1237.7	0.0	0.0	6.1	0.0	0.0	175.9	1026.3	472.1	524.1	702.4	813.6
sub-0025442_ses-2_run-1	1073073.000000	1059145.000000	1060022.097481	10539.000000	248473.858485	253443.770711	501917.629197	184941.466875	186824.001409	371765.468284	56226.000000	664646.629197	942255.097481	931716.097481	929044.000000	1397762.000000	0.814279	1.060662	29	39	68	1317820.360206	4962.8	354.8	12886.9	53831.6	7024.3	3823.9	4803.4	1692.7	893.3	1659.0	19050.9	4123.4	1549.6	978.4	597.4	3674.5	157.0	381.8	4454.1	328.9	11841.7	52391.4	6984.9	3881.6	4883.8	1586.4	4045.9	1929.2	485.2	3581.6	34.2	498.9	0.0	1140.1	0.0	0.0	0.0	0.0	0.0	159.7	1040.2	518.2	550.3	679.0	768.5
sub-0025442_ses-3_run-1	1071887.000000	1057525.000000	1058059.417088	10822.000000	248369.792473	250840.482574	499210.275047	186316.488156	188038.653884	374355.142040	56004.000000	660672.275047	942003.417088	931181.417088	928931.000000	1394385.000000	0.816299	1.061898	41	28	69	1313106.257932	5077.3	284.8	12603.5	52598.8	7153.7	3691.0	4844.4	1606.0	872.9	1877.8	18892.7	4196.2	1302.4	934.1	592.0	3596.0	37.4	468.2	4491.7	358.2	11521.4	52682.4	7140.9	3848.4	4777.0	1608.7	4182.7	1827.3	539.7	3616.6	45.5	495.7	0.0	1255.2	0.0	0.0	0.0	0.0	0.0	169.4	1030.5	494.0	545.6	724.4	767.0
sub-0025442_ses-4_run-1	1091643.000000	1077630.000000	1079162.125367	10615.000000	258697.452859	257461.536080	516158.988939	188001.450288	189467.686141	377469.136429	56221.000000	678876.988939	962077.125367	951462.125367	948227.000000	1406488.000000	0.828519	1.067475	36	33	69	1317583.739812	4942.3	352.4	12947.1	54427.6	7229.7	3752.8	4770.5	1641.5	917.0	1628.5	19236.1	3956.9	1369.9	989.7	605.0	3615.0	43.8	476.3	4556.3	314.7	11131.1	51668.7	7086.0	3957.6	4891.3	1629.9	4153.9	1963.7	489.9	3502.4	29.3	445.7	0.0	1251.4	0.0	0.0	0.0	0.0	0.0	169.2	1042.2	515.7	555.6	684.5	776.0
sub-0025442_ses-5_run-1	1075230.000000	1061342.000000	1062081.086354	10543.000000	250777.923378	252513.910957	503291.834335	186850.371754	187740.880265	374591.252019	55717.000000	664142.834335	945999.086354	935456.086354	932862.000000	1382456.000000	0.822748	1.057833	32	37	69	1306875.789678	4991.5	344.3	12653.3	52806.1	7401.2	3638.8	4627.4	1600.4	874.3	1630.5	18507.1	3958.6	1273.0	955.1	690.4	3640.2	100.7	371.9	4411.4	389.1	11882.0	51745.1	7051.1	3907.8	4702.7	1612.9	4126.8	1791.2	539.6	3519.5	41.4	428.6	0.0	1046.6	0.0	0.0	0.0	0.0	0.0	147.6	1040.3	494.8	560.9	688.8	801.6
sub-0025442_ses-6_run-1	1073369.000000	1058860.000000	1059900.967177	10982.000000	251294.942308	251568.391038	502863.333345	187123.474767	187675.159065	374798.633831	55111.000000	661812.333345	945243.967177	934261.967177	931667.000000	1395282.000000	0.814345	1.058574	36	30	66	1318076.732876	5260.8	307.4	13170.8	53156.0	7189.6	3715.9	4719.3	1591.8	890.7	1786.9	19793.6	4088.8	1365.9	962.1	680.5	3303.9	45.5	411.2	4543.3	341.9	11274.9	50659.8	6984.9	3920.3	4821.0	1571.4	4095.0	1845.2	464.1	3107.9	70.7	534.1	0.0	1065.3	0.0	0.0	0.0	0.0	0.0	170.8	1043.0	477.2	522.8	639.3	799.0
sub-0025442_ses-7_run-1	1078900.000000	1064744.000000	1065729.709905	10704.000000	253933.374081	253162.259696	507095.633777	188447.498295	187003.577834	375451.076129	55639.000000	667017.633777	950457.709905	939753.709905	937082.000000	1391637.000000	0.820478	1.058307	24	41	65	1314964.927058	5003.6	240.1	12629.7	52401.4	7099.0	3589.8	4801.8	1701.3	892.3	1693.0	19423.9	4139.7	1463.8	939.2	628.7	3436.3	31.6	468.8	4484.0	391.3	11746.9	51803.3	6810.8	3903.7	4778.2	1626.4	4023.7	2009.3	485.6	3605.3	30.1	502.6	0.0	1161.7	0.0	0.0	10.1	0.0	0.0	168.5	1031.0	512.1	506.3	642.1	801.2
sub-0025442_ses-8_run-1	1057359.000000	1043191.000000	1043946.736344	10830.000000	243270.689148	246764.157211	490034.846359	184804.246824	187254.643161	372058.889985	56865.000000	649426.846359	931117.736344	920287.736344	918087.000000	1397726.000000	0.807067	1.066864	45	32	77	1310126.024175	5078.6	330.3	11725.8	50383.6	7423.6	3815.0	4913.9	1673.3	772.0	1726.6	18782.6	4163.8	1374.5	899.7	525.8	3446.7	60.3	385.6	4702.0	337.8	11845.7	52137.1	7582.9	3943.1	4800.3	1611.4	4112.3	1842.6	531.4	3504.8	28.9	434.3	0.0	1527.1	0.0	0.0	0.0	0.0	0.0	195.7	1047.4	529.6	555.1	729.4	774.4
sub-0025442_ses-9_run-1	1083467.000000	1069697.000000	1070548.970059	10501.000000	251286.479225	257121.033348	508407.512573	186446.056255	187404.401231	373850.457485	56109.000000	672547.512573	950596.970059	940095.970059	937369.000000	1395345.000000	0.830175	1.069143	32	33	65	1305106.292433	4877.2	336.7	12839.1	53231.8	7071.3	3846.8	4702.3	1635.4	801.0	1654.7	19607.9	4083.7	1378.2	885.7	594.6	3337.0	31.5	368.7	4498.9	448.3	12319.4	54252.9	7291.7	4181.6	4902.5	1572.6	4173.6	1765.3	503.7	3448.1	22.5	469.1	0.0	1155.1	0.0	0.0	12.2	0.0	0.0	197.2	1049.7	512.1	551.7	711.9	796.8
sub-0025443_ses-10_run-1	1482708.000000	1456716.000000	1458552.953081	19183.000000	333685.554961	337648.864790	671334.419751	276535.964735	276485.568595	553021.533329	68995.000000	876568.419751	1315308.953081	1296125.953081	1291356.000000	1900447.000000	0.849896	1.089346	78	91	169	1744576.808454	8745.8	330.3	14685.8	68984.6	8368.7	3808.1	7009.2	1824.7	1334.3	3081.3	21953.8	4558.0	2067.5	2487.8	754.0	4483.7	65.3	342.0	9439.0	582.1	15170.5	65983.1	8859.7	4149.8	6818.5	1893.0	4692.9	2447.4	681.4	4654.7	28.9	467.9	0.0	1384.1	0.0	0.0	0.0	0.0	0.0	292.0	1097.0	338.2	474.0	484.3	946.6
sub-0025443_ses-1_run-1	1488893.000000	1462668.000000	1464816.080144	19553.000000	338685.300440	336121.523979	674806.824419	277686.745960	276277.509765	553964.255725	69552.000000	881094.824419	1321318.080144	1301765.080144	1296040.000000	1897434.000000	0.852607	1.086556	73	94	167	1746283.335707	9375.9	249.0	16592.9	70667.5	9082.6	3753.1	6993.7	1960.4	1294.2	2927.7	22310.3	4652.7	2233.2	2494.2	802.0	4382.7	55.2	384.0	8994.3	443.5	14295.4	64110.8	8757.7	4024.5	6810.9	1766.3	4662.9	2534.4	715.5	4327.0	28.7	471.8	0.0	1555.6	0.0	0.0	0.0	0.0	0.0	222.8	1110.5	351.0	483.7	506.8	985.6
sub-0025443_ses-2_run-1	1484412.000000	1458089.000000	1459902.962896	19725.000000	331015.543554	339470.748353	670486.291908	275019.791288	277520.879700	552540.670989	68382.000000	878273.291908	1314863.962896	1295138.962896	1289455.000000	1893881.000000	0.855655	1.091684	79	78	157	1734825.418849	9367.6	408.4	15311.9	68916.8	8749.0	3812.1	6858.2	1848.0	1266.5	3005.5	22207.0	4312.8	2154.1	2433.2	808.7	4524.0	47.9	454.7	8966.0	522.6	14856.7	68009.5	8439.5	3987.5	6775.7	1847.1	4600.1	2482.1	686.9	4660.0	43.3	553.4	0.0	1340.5	0.0	0.0	0.0	0.0	0.0	267.2	1102.1	335.8	471.5	477.7	965.4
sub-0025443_ses-3_run-1	1484689.000000	1458049.000000	1459946.726888	19914.000000	335456.341425	340478.888299	675935.229724	276083.108681	275888.388482	551971.497164	68748.000000	879701.229724	1319461.726888	1299547.726888	1294637.000000	1886770.000000	0.847210	1.076650	63	94	157	1752444.539957	9627.1	339.9	15932.6	70022.5	9151.8	3796.6	6922.5	1970.5	1325.2	2926.8	22384.5	4628.7	2218.2	2497.3	901.9	4406.2	62.7	395.3	9091.7	338.3	13396.4	63996.7	8360.2	3814.8	6711.3	1862.4	4671.4	2588.1	610.4	4424.0	34.2	554.2	0.0	1870.5	0.0	0.0	0.0	0.0	0.0	244.4	1067.2	338.1	487.4	492.1	945.3
sub-0025443_ses-4_run-1	1509505.000000	1482830.000000	1485439.233128	19947.000000	337391.118443	355531.881098	692922.999541	274670.896104	279857.337483	554528.233587	68637.000000	901759.999541	1339952.233128	1320005.233128	1313326.000000	1899229.000000	0.859369	1.081241	98	98	196	1756526.374389	9592.3	315.9	15191.8	70187.9	8958.8	3872.0	6939.3	1915.5	1349.2	3184.0	22250.9	4462.0	2125.3	2252.6	746.5	4488.2	65.4	365.9	9121.0	539.0	14699.4	67486.2	8571.4	3952.8	6866.5	1759.6	4546.9	2374.6	733.2	4493.3	21.9	512.8	0.0	2379.8	0.0	0.0	0.0	0.0	0.0	254.6	1079.5	330.2	476.4	493.4	973.8
sub-0025443_ses-5_run-1	1478945.000000	1453131.000000	1454901.573846	19338.000000	333194.764736	336269.853445	669464.618181	275892.680545	275057.275120	550949.955665	69294.000000	874398.618181	1311699.573846	1292361.573846	1287799.000000	1893144.000000	0.842298	1.078196	105	77	182	1755844.308480	9394.4	281.0	15847.3	69179.3	9156.1	3747.3	6929.1	1857.5	1206.8	2975.4	22488.1	4501.6	2262.3	2435.4	729.4	4648.3	39.9	333.5	8838.7	403.8	14528.3	65617.2	8593.9	4000.7	6827.6	1874.0	4550.5	2651.7	690.3	4392.9	39.4	539.7	0.0	1735.4	0.0	0.0	0.0	0.0	0.0	224.3	1121.2	336.2	485.3	499.2	970.6
sub-0025443_ses-6_run-1	1490326.000000	1463879.000000	1466176.333531	19986.000000	335850.847527	342902.070843	678752.918370	273332.113142	276431.302019	549763.415161	67364.000000	887148.918370	1320395.333531	1300409.333531	1293425.000000	1890797.000000	0.853695	1.083094	59	89	148	1745736.190117	9172.7	412.7	15175.2	69333.5	8467.1	3689.3	6842.9	1867.6	1289.4	2910.9	22010.6	4402.8	2007.1	2356.9	752.3	4377.1	58.7	347.7	9483.1	572.6	15078.4	68786.2	8444.8	4090.7	6684.2	1838.4	4492.1	2401.3	702.5	4498.7	17.1	480.7	0.0	1984.3	0.0	0.0	0.0	0.0	0.0	276.8	1103.0	352.1	475.9	494.7	975.6
sub-0025443_ses-7_run-1	1474002.000000	1447498.000000	1448681.371107	20018.000000	327249.275991	331672.448758	658921.724749	276116.104007	278750.542350	554866.646357	68822.000000	864296.724749	1305977.371107	1285959.371107	1281239.000000	1878569.000000	0.843263	1.074712	69	76	145	1747974.320859	9680.0	304.1	15331.3	67928.2	8855.9	3759.1	7041.1	2015.7	1296.2	2973.5	21921.4	4472.2	2112.7	2253.4	728.5	4580.3	36.1	461.4	8947.6	374.0	15331.2	66904.3	8541.6	3968.1	6772.6	1999.2	4683.7	2411.6	745.5	4687.9	17.1	660.5	0.0	1633.6	0.0	0.0	0.0	0.0	0.0	267.3	1105.6	343.5	475.7	498.8	927.7
