Subject	BrainSeg	BrainSegNotVent	BrainSegNotVentSurf	VentricleChoroidVol	lhCortex	rhCortex	Cortex	lhCerebralWhiteMatter	rhCerebralWhiteMatter	CerebralWhiteMatter	SubCortGray	TotalGray	SupraTentorial	SupraTentorialNotVent	SupraTentorialNotVentVox	Mask	BrainSegVol-to-eTIV	MaskVol-to-eTIV	lhSurfaceHoles	rhSurfaceHoles	SurfaceHoles	EstimatedTotalIntraCranialVol	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus-Proper	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus-Proper	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	5th-Ventricle	WM-hypointensities	Left-WM-hypointensities	Right-WM-hypointensities	non-WM-hypointensities	Left-non-WM-hypointensities	Right-non-WM-hypointensities	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior
sub-0003001_ses-1_run-1	1249759.000000	1226461.000000	1226612.231435	17540.000000	275893.978941	275026.690378	550920.669319	226255.538262	225081.023854	451336.562116	62944.000000	747908.669319	1085902.231435	1068362.231435	1064944.000000	1702564.000000	0.787154	1.072350	47	43	90	1587693.672148	9138.6	364.2	14945.6	65959.5	8405.6	4085.9	5466.6	2129.7	984.4	3591.5	23201.7	3864.3	1837.9	1316.9	676.0	4518.7	26.8	522.5	6852.4	413.2	13484.1	66503.5	8280.4	4082.1	5515.7	1901.2	3958.6	1925.5	705.9	4299.1	22.3	520.1	0.0	647.3	0.0	0.0	0.0	0.0	0.0	150.2	1046.0	437.4	519.3	573.6	957.8
sub-0003002_ses-1_run-1	1129894.000000	1114477.000000	1114537.106173	12586.000000	243704.290671	241043.290848	484747.581519	218029.640205	216353.884449	434383.524654	59005.000000	652549.581519	992636.106173	980050.106173	977989.000000	1505975.000000	0.789252	1.051951	29	34	63	1431601.659418	6431.1	172.3	14858.5	53816.3	8044.6	4357.7	4747.5	2038.1	645.7	1370.4	20024.7	3740.1	1563.6	947.2	625.0	3831.7	35.3	294.7	5388.3	311.2	13551.3	54382.9	7467.9	4507.9	4990.1	1837.2	4006.8	1634.9	591.8	3964.0	22.7	406.6	0.0	368.5	0.0	0.0	0.0	0.0	0.0	145.6	1349.4	744.5	713.7	716.1	1055.3
sub-0003004_ses-1_run-1	1221913.000000	1201931.000000	1202202.895665	16234.000000	260644.936133	262974.970500	523619.906634	240469.624704	239124.364328	479593.989031	62704.000000	695579.906634	1084958.895665	1068724.895665	1065537.000000	1626015.000000	0.765455	1.018601	39	59	98	1596322.435362	7029.5	738.5	14834.2	53943.0	8007.1	4557.6	5192.5	2132.3	1040.0	1728.3	20704.2	4214.9	1639.2	992.0	526.6	4345.2	15.2	598.7	7086.7	488.9	12914.1	53955.5	7844.1	4795.0	5355.5	1978.1	4117.4	2058.7	483.3	4215.5	13.5	584.9	0.0	598.1	0.0	0.0	0.0	0.0	0.0	136.3	1248.1	647.0	593.7	672.9	1017.6
sub-0003006_ses-1_run-1	1120455.000000	1104149.000000	1104303.377222	13733.000000	237777.852633	237894.058806	475671.911439	218564.195129	217207.270654	435771.465782	56416.000000	642465.911439	983865.377222	970132.377222	967612.000000	1455048.000000	0.811392	1.053692	28	21	49	1380904.409031	5976.9	145.3	13934.4	55210.5	7245.4	3697.9	5541.3	1941.7	681.1	1217.8	17951.0	3493.7	1370.8	743.1	503.4	3787.8	35.3	650.2	6422.5	240.1	12721.9	54551.1	7105.8	3805.3	5486.1	1871.7	3620.9	1390.5	641.1	3785.4	15.7	512.0	0.0	260.8	0.0	0.0	0.0	0.0	0.0	139.3	1152.3	692.0	640.8	577.8	1058.1
sub-0003007_ses-1_run-1	1361766.000000	1316048.000000	1316211.751409	41113.000000	277301.270753	276632.604666	553933.875419	272622.379027	271322.496964	543944.875991	66261.000000	740953.875419	1207617.751409	1166504.751409	1163835.000000	1818585.000000	0.757089	1.011062	36	40	76	1798687.262265	21320.8	750.1	16412.5	58787.8	8836.7	4368.2	5439.3	2187.7	1022.2	2468.2	24787.5	4478.8	2026.2	1173.0	565.4	4797.7	35.6	820.4	17063.7	500.8	15712.0	61017.6	8593.9	4391.7	5300.9	2108.2	4515.4	2203.1	557.7	4599.2	20.8	742.7	0.0	984.7	0.0	0.0	0.0	0.0	0.0	192.6	1351.7	539.7	557.9	713.6	963.7
sub-0003008_ses-1_run-1	1098974.000000	1085098.000000	1085279.132984	10787.000000	241914.728537	240967.177054	482881.905591	213228.512228	210520.715165	423749.227393	56859.000000	639096.905591	975993.132984	965206.132984	963172.000000	1467793.000000	0.771278	1.030121	19	30	49	1424874.919529	5234.9	197.5	11499.9	49119.0	8038.6	3389.1	4772.2	2155.0	764.7	1516.4	18977.1	3760.3	1547.5	883.5	517.0	3850.4	16.0	263.1	4425.5	615.8	11493.3	49695.1	7653.7	3645.3	5181.3	1642.7	3909.6	1576.9	526.7	3819.1	10.6	290.2	0.0	230.1	0.0	0.0	0.0	0.0	0.0	176.8	955.8	564.4	631.7	692.2	1051.6
sub-0003009_ses-1_run-1	1333308.000000	1312844.000000	1313122.024639	16031.000000	278622.089118	279612.119748	558234.208867	262240.673300	261168.142473	523408.815773	67911.000000	760352.208867	1168181.024639	1152150.024639	1149336.000000	1804058.000000	0.775166	1.048853	26	31	57	1720029.733529	7563.3	376.7	15656.8	66137.4	8262.2	4167.7	6149.8	2448.9	886.4	2689.3	23574.0	4463.4	1916.8	910.5	772.6	4784.2	84.1	496.2	6853.8	518.8	14798.2	67048.3	8229.7	4296.5	6374.9	2299.8	4927.2	2137.8	754.1	4611.6	149.5	543.7	0.0	794.9	0.0	0.0	0.0	0.0	0.0	237.1	1058.0	597.1	537.1	518.2	976.1
sub-0003010_ses-1_run-1	1036523.000000	1020731.000000	1020544.240563	13104.000000	243371.622259	240731.480779	484103.103038	183324.275003	179735.862521	363060.137525	52129.000000	632082.103038	914817.240563	901713.240563	899396.000000	1388788.000000	0.776367	1.040217	31	33	64	1335094.427473	5551.9	278.9	13733.3	47666.9	6586.9	3320.7	4818.5	1774.7	694.5	1135.1	16989.6	3629.9	1418.5	899.3	503.1	3687.5	10.2	450.7	6223.4	322.6	12265.6	47534.5	6313.6	3495.2	4739.2	1645.1	3732.0	1374.8	440.9	3553.7	18.6	515.8	0.0	666.5	0.0	0.0	0.0	0.0	0.0	131.6	637.7	520.4	642.7	407.7	737.4
sub-0003011_ses-1_run-1	996532.000000	976819.000000	976866.906440	15835.000000	234244.262638	236366.573472	470610.836110	170562.310840	169860.759490	340423.070330	48942.000000	616166.836110	877912.906440	862077.906440	859762.000000	1383494.000000	0.758260	1.052699	20	26	46	1314234.610479	7466.2	527.9	10640.2	47470.5	6107.8	2871.4	4480.2	1606.6	1436.3	1553.0	15736.8	3555.4	1418.3	970.8	429.6	3456.5	18.6	535.5	6329.7	640.5	10362.8	48500.4	5987.8	3082.0	4404.9	1460.3	3582.6	1468.0	481.9	3379.7	18.9	557.2	0.0	418.4	0.0	0.0	0.0	0.0	0.0	255.1	760.2	485.7	652.1	588.3	761.8
sub-0003012_ses-1_run-1	1281523.000000	1251913.000000	1251750.237917	25049.000000	274394.011979	274579.968217	548973.980195	246842.614655	245462.643067	492305.257722	64680.000000	733022.980195	1133685.237917	1108636.237917	1106025.000000	1769329.000000	0.748724	1.033723	36	53	89	1711609.088788	11018.6	429.7	14210.0	57763.3	8424.3	3749.7	5724.6	2305.4	1529.0	1550.8	23081.4	4616.8	1794.9	1531.9	568.0	4858.2	36.7	702.3	11765.0	679.1	12996.7	60468.8	8157.9	3871.1	5449.6	2153.8	4444.2	1970.5	523.5	4700.1	33.1	658.7	0.0	819.0	0.0	0.0	0.0	0.0	0.0	167.9	1111.9	654.9	501.1	482.6	994.6
sub-0003013_ses-1_run-1	1125052.000000	1109892.000000	1109926.899501	11913.000000	235184.799239	230805.114063	465989.913302	214131.074687	213082.911512	427213.986199	58104.000000	652823.913302	966004.899501	954091.899501	951146.000000	1497710.000000	0.779576	1.037800	17	19	36	1443157.931978	5578.5	347.7	15428.6	64263.4	7296.4	3798.4	4955.5	1866.1	874.7	1627.0	21142.5	4337.7	1841.5	792.7	538.8	4002.1	31.4	342.6	5156.3	380.4	15277.4	63008.7	6576.5	3764.5	4810.5	1820.8	4598.6	1939.4	567.8	4295.0	17.5	440.6	0.0	547.1	0.0	0.0	0.0	0.0	0.0	157.4	831.2	573.1	715.2	547.8	763.7
sub-0003014_ses-1_run-1	1367936.000000	1344435.000000	1344538.349440	19113.000000	285824.891712	282080.833132	567905.724844	274949.166623	271102.457973	546051.624595	67915.000000	766322.724844	1203795.349440	1184682.349440	1181634.000000	1833404.000000	0.761732	1.020927	22	29	51	1795823.379680	11277.8	320.9	16760.8	64073.2	10036.1	3904.7	6144.3	2227.3	1022.6	1888.8	25909.4	4324.8	1451.8	1642.2	583.1	5190.8	37.9	635.5	6419.0	367.2	16395.6	65195.5	9343.8	3789.1	5973.8	2187.3	4337.5	1508.0	654.7	4956.1	27.3	499.9	0.0	717.6	0.0	0.0	0.0	0.0	0.0	201.6	1171.4	653.2	887.8	935.5	1049.0
sub-0003015_ses-1_run-1	1076468.000000	1061376.000000	1061276.241046	12333.000000	238639.110221	239435.777691	478074.887913	197736.701625	195771.651509	393508.353134	55050.000000	640866.887913	941207.241046	928874.241046	926637.000000	1467211.000000	0.791274	1.078496	28	23	51	1360423.788273	5932.0	631.7	13891.2	53859.0	6888.7	3951.7	4619.4	1638.1	869.4	1165.7	19042.0	3748.5	1374.2	797.8	568.6	4019.0	39.7	385.8	4566.2	716.2	13365.7	53360.5	6942.1	3987.4	4521.8	1653.6	3651.9	1675.4	536.3	4013.3	27.6	526.4	0.0	782.2	0.0	0.0	0.0	0.0	0.0	176.3	1009.4	554.4	600.4	616.7	952.5
sub-0003016_ses-1_run-1	1564619.000000	1535587.000000	1536836.880515	23808.000000	307726.347874	306267.704690	613994.052564	334518.444538	326598.383414	661116.827952	76173.000000	833916.052564	1377009.880515	1353201.880515	1349917.000000	2051471.000000	0.767710	1.006594	36	45	81	2038033.034681	11152.2	531.8	21649.5	70930.9	9887.7	4685.6	5899.1	2881.6	1088.2	2846.9	30109.4	5074.2	2506.3	1409.3	692.5	5812.8	59.4	514.7	10887.7	471.3	20933.8	72722.8	10030.3	4866.7	5385.6	2429.4	5485.0	2453.0	752.3	5872.7	20.0	558.0	0.0	1273.1	0.0	0.0	0.0	0.0	0.0	267.3	1072.9	677.3	664.1	635.5	1284.4
sub-0003017_ses-1_run-1	1249897.000000	1226211.000000	1226655.847216	20400.000000	279634.079765	275789.779454	555423.859219	234363.993725	230834.994272	465198.987998	63122.000000	733921.859219	1106564.847216	1086164.847216	1083275.000000	1684302.000000	0.767414	1.034131	37	38	75	1628712.397851	9333.6	371.8	14476.7	55889.8	8821.2	3598.4	5231.1	2184.8	816.6	1621.9	23781.5	4342.6	1780.6	994.7	527.4	4690.4	50.4	672.0	9152.3	400.0	13555.0	58419.5	8593.9	3641.9	5092.0	1911.4	4253.3	2017.5	552.8	4484.4	88.6	770.8	0.0	676.1	0.0	0.0	0.0	0.0	0.0	177.7	1118.7	652.8	462.4	542.0	1093.6
sub-0003018_ses-1_run-1	1177908.000000	1134012.000000	1134190.666114	39727.000000	253120.738772	252685.054955	505805.793728	214723.241304	213969.631083	428692.872386	56367.000000	675898.793728	1033254.666114	993527.666114	990558.000000	1570071.000000	0.798298	1.064077	29	42	71	1475523.738948	18696.9	355.7	15652.5	55884.3	7659.4	4022.8	4547.0	1949.6	1107.8	2125.8	19939.6	3796.3	1443.7	998.3	432.0	3965.2	22.3	624.0	19409.1	215.9	14726.2	56267.6	7382.5	4168.8	4576.8	1799.1	3464.7	1595.3	455.9	3854.4	14.3	514.9	0.0	634.5	0.0	0.0	0.0	0.0	0.0	174.7	1187.7	601.7	519.7	508.9	1168.1
sub-0003020_ses-1_run-1	1069288.000000	1050501.000000	1050495.185185	15236.000000	217901.576205	219551.485012	437453.061217	205839.374618	203489.749350	409329.123968	56720.000000	612745.061217	920441.185185	905205.185185	903392.000000	1447760.000000	0.756314	1.024010	24	24	48	1413814.528419	7996.0	542.9	14645.8	58600.2	7793.6	3222.5	4797.6	1893.3	857.6	2121.8	21639.1	3887.7	1455.0	674.5	487.6	4311.8	26.7	408.6	5993.5	313.1	14500.5	59429.1	7718.7	3226.1	4732.1	1804.5	3974.2	1708.9	459.4	3994.1	25.0	434.9	0.0	774.8	0.0	0.0	0.0	0.0	0.0	162.7	968.4	550.6	458.4	513.5	843.8
sub-0003021_ses-1_run-1	1170046.000000	1151317.000000	1151250.272779	14011.000000	251587.446217	252933.935177	504521.381393	222826.395854	221029.495532	443855.891386	55792.000000	680709.381393	1020210.272779	1006199.272779	1004121.000000	1603782.000000	0.751567	1.030172	20	20	40	1556809.180073	6816.0	479.2	14023.3	60318.5	7625.2	3731.0	3927.2	2149.8	1331.5	2515.3	21299.1	3617.2	1464.8	947.6	559.2	4153.0	21.8	343.5	6111.4	195.5	13621.5	59258.3	7781.8	3846.1	3801.6	2312.9	3746.5	1520.4	643.4	3861.8	0.0	442.6	0.0	894.8	0.0	0.0	0.0	0.0	0.0	156.2	962.0	559.7	791.1	711.6	923.2
sub-0003022_ses-1_run-1	1254023.000000	1224992.000000	1224783.136452	25249.000000	272023.094807	272223.848739	544246.943546	235622.258119	233559.934787	469182.192906	59321.000000	727925.943546	1100204.136452	1074955.136452	1072781.000000	1673200.000000	0.784853	1.047203	29	26	55	1597780.338188	14388.8	400.4	14525.7	60515.9	7916.2	3739.0	4783.7	2123.2	900.2	1893.0	22767.0	3984.9	1751.7	1051.4	539.7	4221.9	17.1	661.2	8644.1	627.8	13942.2	63601.7	7482.1	3756.4	4664.8	1957.8	4457.3	1794.1	605.7	4247.1	15.3	695.9	0.0	672.3	0.0	0.0	0.0	0.0	0.0	202.5	1073.4	651.1	563.3	465.9	970.4
sub-0003023_ses-1_run-1	1001602.000000	984568.000000	984620.842051	13270.000000	215548.373173	214088.585265	429636.958438	188932.585424	184784.298189	373716.883613	58497.000000	586834.958438	876751.842051	863481.842051	861659.000000	1406581.000000	0.733280	1.029768	13	18	31	1365920.510689	6559.3	246.1	12887.0	49567.2	7344.3	3421.0	5235.0	2044.9	884.6	1816.9	20476.0	4045.3	1890.2	1074.7	455.1	3971.8	25.0	619.5	5418.6	280.3	12053.0	48658.5	7508.9	3721.9	5233.5	1891.0	4433.2	1667.6	588.0	3928.9	11.3	493.8	0.0	304.2	0.0	0.0	0.0	0.0	0.0	202.7	811.5	380.6	428.3	371.0	766.5
sub-0003024_ses-1_run-1	1255767.000000	1247201.000000	1247297.904664	5524.000000	262115.322426	260763.801158	522879.123584	258178.791176	253620.989904	511799.781081	60323.000000	704582.123584	1102682.904664	1097158.904664	1094918.000000	1639064.000000	0.880462	1.149205	41	37	78	1426259.394105	2382.8	292.2	15987.9	59773.0	7903.0	3012.7	5522.7	2169.8	816.1	1485.6	22682.1	4073.8	2041.6	851.8	685.0	4124.7	80.6	225.4	2374.7	372.2	15584.7	61209.7	7666.4	3038.6	5560.1	1868.3	4319.7	2112.7	761.4	4156.6	81.6	271.3	0.0	1748.4	0.0	0.0	0.0	0.0	0.0	147.6	782.5	516.4	793.0	738.3	1028.3
sub-0003025_ses-1_run-1	1173275.000000	1157637.000000	1157888.466641	11766.000000	262168.157685	259040.978295	521209.135979	223821.678531	217969.652131	441791.330662	58068.000000	690040.135979	1034607.466641	1022841.466641	1020680.000000	1572273.000000	0.788809	1.057061	29	32	61	1487400.980901	6689.5	177.2	13758.8	55129.7	8049.8	3602.9	4949.2	2070.0	815.9	2015.3	21121.9	3550.9	1526.4	1108.5	725.5	4003.4	21.2	507.5	4200.1	122.1	13181.0	55676.4	7826.9	3480.3	4740.0	1839.2	4057.0	1544.7	747.2	4273.1	9.4	429.9	0.0	572.7	0.0	0.0	0.0	0.0	0.0	172.3	874.5	549.3	813.2	663.8	780.6
sub-0003026_ses-1_run-1	1113914.000000	1097369.000000	1097570.269313	13430.000000	245415.217094	242723.279350	488138.496444	214877.834555	213985.938314	428863.772869	57102.000000	642804.496444	989266.269313	975836.269313	973841.000000	1467320.000000	0.794152	1.046109	26	23	49	1402645.763931	6596.7	260.5	13793.4	47835.7	7528.1	3957.6	4977.8	1894.9	820.8	1347.1	19160.0	3697.1	1583.9	985.0	521.6	3959.9	30.8	259.5	5774.7	353.2	13042.1	49193.4	7281.2	3991.8	5096.7	1839.8	3743.1	1498.6	579.8	3844.9	18.2	447.1	0.0	466.8	0.0	0.0	0.0	0.0	0.0	121.3	910.5	549.3	478.7	459.4	968.6
sub-0003032_ses-1_run-1	1056409.000000	1041103.000000	1041262.028097	12469.000000	237101.592658	234850.297841	471951.890498	197075.622709	194019.514890	391095.137599	54274.000000	625279.890498	931716.028097	919247.028097	917149.000000	1433733.000000	0.780016	1.058619	38	45	83	1354342.394891	6266.5	270.1	13286.7	48570.3	7045.2	3396.3	4978.7	1861.8	727.9	1298.7	18543.9	3804.5	1370.6	836.6	491.3	3785.9	33.9	473.3	4885.7	389.8	12303.6	49670.3	6785.6	3471.9	4975.2	1685.1	3663.6	1509.6	505.9	3727.1	78.7	544.4	0.0	441.2	0.0	0.0	0.0	0.0	0.0	106.7	702.8	487.6	431.7	391.3	802.6
sub-0003033_ses-1_run-1	1232452.000000	1215054.000000	1215082.905624	13589.000000	273814.474930	271434.967610	545249.442540	228299.152699	223324.310386	451623.463085	58901.000000	731507.442540	1071094.905624	1057505.905624	1055612.000000	1679578.000000	0.753837	1.027324	41	48	89	1634905.192157	6036.2	404.1	16756.1	62712.2	7862.4	3198.3	4552.7	1862.8	1044.1	1595.1	21371.9	4786.8	1836.9	1251.6	609.9	4236.9	27.4	495.9	5907.2	582.2	16015.6	64183.1	7592.7	3368.0	4444.8	1746.5	4756.9	1972.0	561.8	4127.6	46.2	449.8	0.0	812.2	0.0	0.0	0.0	0.0	0.0	207.2	993.2	384.1	650.0	441.3	753.2
sub-0003034_ses-1_run-1	1111472.000000	1085687.000000	1085256.667640	21636.000000	236395.099498	239136.034946	475531.134444	200838.783804	201762.749391	402601.533196	54177.000000	652136.134444	956910.667640	935274.667640	932629.000000	1531663.000000	0.742002	1.022515	49	61	110	1497937.236792	9496.7	586.9	16254.8	59392.7	7100.1	3314.7	4519.6	1990.3	1178.3	2015.2	19635.4	3846.2	1333.9	1110.4	322.1	4036.0	21.7	631.8	10300.5	333.8	15346.7	61097.9	6619.2	3529.7	4706.5	1989.1	3908.2	1748.0	390.8	3849.6	33.2	630.5	0.0	344.9	0.0	0.0	0.0	0.0	0.0	154.6	848.5	470.8	405.7	383.0	774.5
sub-0003036_ses-1_run-1	1157929.000000	1127542.000000	1127427.030961	26664.000000	260049.171083	260018.311633	520067.482715	201100.927647	198755.620599	399856.548246	65361.000000	699761.482715	1013852.030961	987188.030961	985192.000000	1557660.000000	0.760144	1.022555	34	40	74	1523301.483168	12850.5	359.8	14614.6	57099.8	8466.6	4274.2	5313.7	2189.6	988.3	1653.6	23583.6	4657.8	1873.7	1193.9	708.2	4352.3	20.9	455.6	12109.9	379.5	13927.9	56741.5	8402.7	4532.3	5351.8	1963.4	4946.2	1898.7	696.4	4350.7	13.2	704.4	0.0	654.1	0.0	0.0	0.0	0.0	0.0	233.3	986.4	341.9	401.7	393.3	1056.3
sub-0003037_ses-1_run-1	1101867.000000	1068045.000000	1067657.154775	30093.000000	232719.754219	233329.172700	466048.926919	212781.287449	209655.940408	422437.227856	52385.000000	618353.926919	972904.154775	942811.154775	941136.000000	1505468.000000	0.743057	1.015231	39	42	81	1482882.641058	13631.7	383.7	14119.5	48511.9	6588.3	3145.1	4050.1	1717.2	1243.9	1502.9	21607.1	3978.7	1649.5	1035.5	431.1	4051.0	15.9	601.5	14561.7	392.0	13518.5	50713.2	6231.2	3262.4	3941.4	1691.4	4265.0	1671.3	481.0	3910.5	28.3	712.4	0.0	815.8	0.0	0.0	0.0	0.0	0.0	168.4	1250.6	556.5	479.1	496.9	1095.1
sub-0003038_ses-1_run-1	1295263.000000	1277194.000000	1277383.044087	13346.000000	269457.460024	270470.562372	539928.022397	262740.085886	262046.935804	524787.021690	66740.000000	723128.022397	1146883.044087	1133537.044087	1131190.000000	1703501.000000	0.788863	1.037495	33	44	77	1641935.918729	6651.3	323.4	15750.9	57456.4	8589.9	4231.0	6023.5	2296.9	1145.2	2853.5	24681.2	4556.1	1792.2	886.8	676.6	4753.7	45.0	380.5	5330.7	525.2	14640.9	57959.7	8620.4	4263.7	5708.1	2100.2	4606.1	2060.6	580.8	4578.6	25.9	559.1	0.0	885.2	0.0	0.0	0.0	0.0	0.0	144.2	1050.8	727.7	710.0	648.3	1082.1
sub-0003039_ses-1_run-1	1233360.000000	1196616.000000	1196654.637303	31479.000000	281689.760592	279428.883077	561118.643669	209107.686819	206656.306816	415763.993634	59224.000000	749057.643669	1069367.637303	1037888.637303	1035997.000000	1678830.000000	0.741590	1.009440	56	39	95	1663129.880699	14438.5	455.1	16900.2	63042.2	7265.8	4219.4	4878.3	2000.5	1868.7	2093.1	20692.0	4163.3	1653.3	1349.3	493.0	4267.0	54.4	698.7	15092.7	407.0	15817.2	65254.5	7394.4	4154.7	4900.5	1757.3	4417.8	1724.4	478.0	4137.1	26.0	526.6	0.0	790.1	0.0	0.0	0.0	0.0	0.0	190.9	805.5	506.5	406.7	387.6	988.3
sub-0003040_ses-1_run-1	1422782.000000	1380037.000000	1379861.256712	37973.000000	302125.655841	302971.731944	605097.387785	271498.846664	263952.022263	535450.868926	70435.000000	814634.387785	1251187.256712	1213214.256712	1211034.000000	1902836.000000	0.750199	1.003320	39	55	94	1896540.257685	18462.3	355.3	15693.4	69066.9	9062.0	5046.8	6330.7	2572.5	1467.6	2191.2	23291.8	4401.2	1842.0	1231.2	619.5	4864.5	77.4	1075.2	16850.0	451.2	14869.8	69476.4	9046.6	5127.0	6092.6	2178.4	4519.5	2080.9	613.7	4427.1	40.6	962.5	0.0	844.2	0.0	0.0	0.0	0.0	0.0	277.7	1047.8	443.0	530.7	572.1	1132.4
sub-0003041_ses-1_run-1	1203793.000000	1175656.000000	1175171.795401	23028.000000	262659.838975	265397.901066	528057.740041	219581.927636	215640.127724	435222.055360	59688.000000	712287.740041	1047351.795401	1024323.795401	1023342.000000	1669889.000000	0.715863	0.993037	36	39	75	1681597.177102	10871.2	415.4	14503.7	60886.8	7412.5	4499.5	5171.1	2106.8	1726.5	2245.8	21799.6	3912.6	1407.9	1156.6	502.4	4394.9	44.5	666.7	9904.7	444.1	14315.2	63667.9	7160.0	4725.2	5203.5	1934.8	3945.0	1355.3	589.1	4277.4	40.7	958.5	0.0	621.2	0.0	0.0	0.0	0.0	0.0	202.4	1138.6	560.9	665.4	653.6	860.0
sub-0003042_ses-1_run-1	1271053.000000	1222116.000000	1221674.238678	45061.000000	254994.994792	256133.746988	511128.741780	247582.169743	245471.327155	493053.496898	63172.000000	698236.741780	1114731.238678	1069670.238678	1067623.000000	1681826.000000	0.755737	0.999972	44	42	86	1681872.871808	21473.8	514.7	15907.7	60988.8	8314.6	3678.0	5275.9	2189.8	1119.9	1612.7	24290.4	4638.8	1680.7	1234.8	598.8	4713.5	12.6	824.7	21023.3	560.1	15456.1	62154.9	8194.0	3742.7	5234.7	2065.1	4708.6	1852.2	590.6	4453.1	36.0	767.7	0.0	667.5	0.0	0.0	0.0	0.0	0.0	227.7	1223.6	578.0	476.4	550.2	1133.4
sub-0003044_ses-1_run-1	1280732.000000	1260594.000000	1260663.399133	15875.000000	281394.383088	284776.294093	566170.677182	238398.305315	240084.416637	478482.721951	64179.000000	754860.677182	1126533.399133	1110658.399133	1108628.000000	1719764.000000	0.772274	1.037008	54	47	101	1658390.315846	7829.5	351.8	14397.2	61839.2	7661.9	4291.6	5496.3	2181.9	961.9	2258.3	23808.7	4623.9	1912.9	1128.3	620.8	4607.1	34.0	605.1	6347.8	421.7	13957.9	62209.3	7975.4	4188.6	5522.4	1820.4	4956.5	1965.4	597.9	4337.0	47.0	558.1	0.0	869.3	0.0	0.0	0.0	0.0	0.0	293.0	949.7	577.0	509.3	484.8	1069.0
sub-0003045_ses-1_run-1	1057443.000000	1027115.000000	1027015.988283	25762.000000	221186.121674	220800.922116	441987.043790	194640.599000	192071.345493	386711.944493	53872.000000	612866.043790	909741.988283	883979.988283	882485.000000	1472545.000000	0.718528	1.000588	26	18	44	1471680.339197	14151.9	512.7	14114.6	57639.4	6529.6	3472.7	4647.2	2030.6	1866.4	1677.4	19121.6	3685.8	1327.0	1083.5	445.4	4025.9	13.2	591.4	9733.3	374.7	14018.6	59193.7	6781.4	3638.1	4646.8	1747.6	3906.7	1353.3	434.0	4003.6	9.7	636.7	0.0	854.6	0.0	0.0	0.0	0.0	0.0	233.1	1145.6	476.0	452.4	475.3	925.9
sub-0003047_ses-1_run-1	1242294.000000	1228833.000000	1229135.458690	10000.000000	261544.778551	262074.605665	523619.384216	245312.301192	241434.773283	486747.074474	66111.000000	714487.384216	1087971.458690	1077971.458690	1076175.000000	1696387.000000	0.747939	1.021332	29	36	65	1660956.233442	4087.8	400.8	14340.8	60814.6	8503.8	4365.6	5862.2	2185.7	1013.6	1480.5	21952.6	4257.3	1583.0	1072.3	709.0	4859.7	93.3	691.1	4213.4	400.2	14148.8	64171.3	8735.3	4544.9	5839.1	2025.4	4362.6	1885.8	670.1	4515.2	92.0	643.9	0.0	1042.4	0.0	0.0	0.0	0.0	0.0	194.6	905.9	447.1	847.1	649.5	843.6
sub-0003049_ses-1_run-1	1199833.000000	1182431.000000	1182677.916572	13889.000000	252734.821457	252289.020173	505023.841630	225746.106205	222429.968737	448176.074942	61321.000000	702825.841630	1031200.916572	1017311.916572	1014171.000000	1665604.000000	0.743315	1.031867	25	25	50	1614164.911996	6469.7	414.7	16807.4	67628.1	7241.9	3837.2	5807.0	2380.3	911.7	1816.5	23762.9	3780.7	1668.6	921.0	619.8	4875.5	69.6	556.6	5826.6	365.4	15419.5	68190.3	7322.6	3964.1	5567.2	2156.4	3991.3	1620.4	635.9	4389.7	33.5	590.3	0.0	434.0	0.0	0.0	0.0	0.0	0.0	258.4	944.1	578.8	522.5	554.3	1012.0
sub-0003050_ses-1_run-1	895473.000000	882670.000000	882479.967489	9956.000000	191420.040845	192992.086752	384412.127596	162035.530191	164104.309702	326139.839893	49042.000000	530782.127596	771615.967489	761659.967489	759693.000000	1242306.000000	0.758780	1.052669	28	39	67	1180148.593096	4179.4	126.0	13584.0	47438.9	6577.2	3105.1	3617.5	1554.1	937.4	1471.9	18407.6	3621.7	1307.3	552.0	419.9	3779.3	32.8	296.5	5204.2	82.6	12581.8	48796.6	6362.5	3224.6	3680.1	1445.8	3550.6	1424.2	432.5	3664.4	62.4	326.8	0.0	447.6	0.0	0.0	0.0	0.0	0.0	184.1	687.4	415.9	516.7	467.8	678.9
